5e-324	4.9E-324
1e-323	1.0E-323
1.5e-323	1.5E-323
2e-323	2.0E-323
2.5e-323	2.5E-323
3e-323	3.0E-323
3.5e-323	3.5E-323
4e-323	4.0E-323
4.4e-323	4.4E-323
5e-323	4.9E-323
5.4e-323	5.4E-323
6e-323	5.9E-323
6.4e-323	6.4E-323
7e-323	6.9E-323
7.4e-323	7.4E-323
8e-323	7.9E-323
8.4e-323	8.4E-323
9e-323	8.9E-323
9.4e-323	9.4E-323
1e-322	1.0E-322
1.04e-322	1.04E-322
1.1e-322	1.1E-322
1.14e-322	1.14E-322
1.2e-322	1.2E-322
1.24e-322	1.24E-322
1.3e-322	1.3E-322
1.33e-322	1.33E-322
1.4e-322	1.4E-322
1.43e-322	1.43E-322
1.5e-322	1.5E-322
1.53e-322	1.53E-322
1.6e-322	1.58E-322
1.63e-322	1.63E-322
1.7e-322	1.7E-322
1.73e-322	1.73E-322
1.8e-322	1.8E-322
1.83e-322	1.83E-322
1.9e-322	1.9E-322
1.93e-322	1.93E-322
2e-322	2.0E-322
1e-320	1.0E-320
-1e-320	-1.0E-320
1e-313	1.0E-313
-1e-313	-1.0E-313
9.999999999999994e-307	9.999999999999994E-307
-9.999999999999994e-307	-9.999999999999994E-307
9.999999999999993e-300	9.999999999999993E-300
-9.999999999999993e-300	-9.999999999999993E-300
9.999999999999993e-293	9.999999999999993E-293
-9.999999999999993e-293	-9.999999999999993E-293
9.999999999999995e-286	9.999999999999995E-286
-9.999999999999995e-286	-9.999999999999995E-286
9.999999999999995e-279	9.999999999999995E-279
-9.999999999999995e-279	-9.999999999999995E-279
9.999999999999994e-272	9.999999999999994E-272
-9.999999999999994e-272	-9.999999999999994E-272
9.999999999999996e-265	9.999999999999996E-265
-9.999999999999996e-265	-9.999999999999996E-265
9.999999999999994e-258	9.999999999999994E-258
-9.999999999999994e-258	-9.999999999999994E-258
9.999999999999996e-251	9.999999999999996E-251
-9.999999999999996e-251	-9.999999999999996E-251
9.999999999999996e-244	9.999999999999996E-244
-9.999999999999996e-244	-9.999999999999996E-244
9.999999999999994e-237	9.999999999999994E-237
-9.999999999999994e-237	-9.999999999999994E-237
9.999999999999995e-230	9.999999999999995E-230
-9.999999999999995e-230	-9.999999999999995E-230
9.999999999999994e-223	9.999999999999994E-223
-9.999999999999994e-223	-9.999999999999994E-223
9.999999999999995e-216	9.999999999999995E-216
-9.999999999999995e-216	-9.999999999999995E-216
9.999999999999997e-209	9.999999999999997E-209
-9.999999999999997e-209	-9.999999999999997E-209
9.999999999999996e-202	9.999999999999996E-202
-9.999999999999996e-202	-9.999999999999996E-202
9.999999999999996e-195	9.999999999999996E-195
-9.999999999999996e-195	-9.999999999999996E-195
9.999999999999998e-188	9.999999999999998E-188
-9.999999999999998e-188	-9.999999999999998E-188
9.999999999999998e-181	9.999999999999998E-181
-9.999999999999998e-181	-9.999999999999998E-181
9.999999999999997e-174	9.999999999999997E-174
-9.999999999999997e-174	-9.999999999999997E-174
9.999999999999997e-167	9.999999999999997E-167
-9.999999999999997e-167	-9.999999999999997E-167
9.999999999999997e-160	9.999999999999997E-160
-9.999999999999997e-160	-9.999999999999997E-160
9.999999999999996e-153	9.999999999999996E-153
-9.999999999999996e-153	-9.999999999999996E-153
9.999999999999997e-146	9.999999999999997E-146
-9.999999999999997e-146	-9.999999999999997E-146
9.999999999999998e-139	9.999999999999998E-139
-9.999999999999998e-139	-9.999999999999998E-139
9.999999999999997e-132	9.999999999999997E-132
-9.999999999999997e-132	-9.999999999999997E-132
1e-124	1.0E-124
-1e-124	-1.0E-124
9.999999999999999e-118	9.999999999999999E-118
-9.999999999999999e-118	-9.999999999999999E-118
9.999999999999998e-111	9.999999999999998E-111
-9.999999999999998e-111	-9.999999999999998E-111
9.999999999999998e-104	9.999999999999998E-104
-9.999999999999998e-104	-9.999999999999998E-104
1e-96	1.0E-96
-1e-96	-1.0E-96
9.999999999999997e-90	9.999999999999997E-90
-9.999999999999997e-90	-9.999999999999997E-90
9.999999999999998e-83	9.999999999999998E-83
-9.999999999999998e-83	-9.999999999999998E-83
9.999999999999998e-76	9.999999999999998E-76
-9.999999999999998e-76	-9.999999999999998E-76
9.999999999999999e-69	9.999999999999999E-69
-9.999999999999999e-69	-9.999999999999999E-69
1e-61	1.0E-61
-1e-61	-1.0E-61
9.999999999999999e-55	9.999999999999999E-55
-9.999999999999999e-55	-9.999999999999999E-55
1e-47	1.0E-47
-1e-47	-1.0E-47
1e-40	1.0E-40
-1e-40	-1.0E-40
9.999999999999999e-34	9.999999999999999E-34
-9.999999999999999e-34	-9.999999999999999E-34
9.999999999999999e-27	9.999999999999999E-27
-9.999999999999999e-27	-9.999999999999999E-27
1e-19	1.0E-19
-1e-19	-1.0E-19
1e-12	1.0E-12
-1e-12	-1.0E-12
1e-05	1.0E-5
-1e-05	-1.0E-5
1e+02	100.0
-1e+02	-100.0
